ts,price_y,volume_y,price_x,volume_x,spread,zscore,corr
16-12-2025 20:12,87214.36587,0.09598,2936.96,1.4563,3192.013808,1.721614382,0.892963573
16-12-2025 20:12,87210.0993,0.1257,2936.943333,1.4649,3188.224051,1.517641195,0.850587112
16-12-2025 20:12,87205.27765,0.16085,2936.750294,0.3966,3188.92498,1.434528065,0.820996618
16-12-2025 20:12,87194.27961,0.14873,2936.270615,4.2776,3191.649881,1.404167704,0.801169363
16-12-2025 20:12,87183.40214,0.08858,2935.919535,0.6192,3190.816345,1.303322475,0.787584172
16-12-2025 20:12,87179.93957,0.07899,2935.805551,2.1593,3190.614683,1.223597366,0.774715935
16-12-2025 20:12,87158.81936,0.12833,2934.839837,6.2948,3197.12223,1.296374125,0.762796274
16-12-2025 20:12,87138.98761,0.14818,2933.994894,2.7639,3201.463127,1.318382861,0.751063534
16-12-2025 20:12,87129.8808,0.08323,2933.786061,0.6028,3198.330742,1.188400923,0.751790799
16-12-2025 20:12,87129.88932,0.081,2933.554242,0.4607,3204.971257,1.281978426,0.752225266
16-12-2025 20:12,87127.73432,0.2747,2933.399421,2.1701,3207.24548,1.306247594,0.753210344
16-12-2025 20:12,87122.63322,0.10211,2933.04,0.1183,3212.426918,1.446463717,0.754527552
16-12-2025 20:12,87116.82167,0.09608,2932.922356,2.6396,3209.98099,1.477050231,0.773904125
16-12-2025 20:20,87489.91607,16.46041,2946.787632,4.5281,3186.409096,0.665970755,0.922189392
16-12-2025 20:20,87518.49201,0.41296,2947.130124,45.9903,3205.18681,1.232470558,0.957051833
16-12-2025 20:20,87552.34392,3.07399,2948.431255,24.5769,3201.815155,1.06057889,0.972795451
16-12-2025 20:20,87540.12702,0.50379,2947.848052,13.8043,3206.282886,1.160277135,0.980696875
16-12-2025 20:20,87508.05971,1.70981,2946.260518,28.6361,3219.632738,1.54364493,0.984486642
16-12-2025 20:20,87475.84998,1.76136,2944.950633,6.2231,3224.897002,1.660782146,0.987597887
